t,p,q,in equilibrium,p_e,q_e
503,49.9999498,53.0000502,False,49.9999497,53.0000503
504,49.9999497,54.0000503,False,49.9999496,54.0000504
505,49.9999496,50.0000504,False,49.9999495,50.0000505
506,49.9999495,51.0000505,False,49.9999494,51.0000506
507,49.9999494,52.0000506,False,49.9999493,52.0000507
508,49.9999493,53.0000507,False,49.9999492,53.0000508
509,49.9999492,54.0000508,False,49.9999491,54.0000509
510,49.9999491,50.0000509,False,49.999949,50.000051
511,49.999949,51.000051,False,49.9999489,51.0000511
512,49.9999489,52.0000511,False,49.9999488,52.0000512
513,49.9999488,53.0000512,False,49.9999487,53.0000513
514,49.9999487,54.0000513,False,49.9999486,54.0000514
515,49.9999486,50.0000514,False,49.9999485,50.0000515
516,49.9999485,51.0000515,False,49.9999484,51.0000516
517,49.9999484,52.0000516,False,49.9999483,52.0000517
518,49.9999483,53.0000517,False,49.9999482,53.0000518
519,49.9999482,54.0000518,False,49.9999481,54.0000519
520,49.9999481,50.0000519,False,49.999948,50.000052
521,49.999948,51.000052,False,49.9999479,51.0000521
522,49.9999479,52.0000521,False,49.9999478,52.0000522
523,49.9999478,53.0000522,False,49.9999477,53.0000523
524,49.9999477,54.0000523,False,49.9999476,54.0000524
525,49.9999476,50.0000524,False,49.9999475,50.0000525
526,49.9999475,51.0000525,False,49.9999474,51.0000526
527,49.9999474,52.0000526,False,49.9999473,52.0000527
528,49.9999473,53.0000527,False,49.9999472,53.0000528
529,49.9999472,54.0000528,False,49.9999471,54.0000529
530,49.9999471,50.0000529,False,49.999947,50.000053
531,49.999947,51.000053,False,49.9999469,51.0000531
532,49.9999469,52.0000531,False,49.9999468,52.0000532
533,49.9999468,53.0000532,False,49.9999467,53.0000533
534,49.9999467,54.0000533,False,49.9999466,54.0000534
535,49.9999466,50.0000534,False,49.9999465,50.0000535
536,49.9999465,51.0000535,False,49.9999464,51.0000536
537,49.9999464,52.0000536,False,49.9999463,52.0000537
538,49.9999463,53.0000537,False,49.9999462,53.0000538
539,49.9999462,54.0000538,False,49.9999461,54.0000539
540,49.9999461,50.0000539,False,49.999946,50.000054
541,49.999946,51.000054,False,49.9999459,51.0000541
542,49.9999459,52.0000541,False,49.9999458,52.0000542
543,49.9999458,53.0000542,False,49.9999457,53.0000543
544,49.9999457,54.0000543,False,49.9999456,54.0000544
545,49.9999456,50.0000544,False,49.9999455,50.0000545
546,49.9999455,51.0000545,False,49.9999454,51.0000546
547,49.9999454,52.0000546,False,49.9999453,52.0000547
548,49.9999453,53.0000547,False,49.9999452,53.0000548
549,49.9999452,54.0000548,False,49.9999451,54.0000549
550,49.9999451,50.0000549,False,49.999945,50.000055
551,49.999945,51.000055,False,49.9999449,51.0000551
552,49.9999449,52.0000551,False,49.9999448,52.0000552
553,49.9999448,53.0000552,False,49.9999447,53.0000553
554,49.9999447,54.0000553,False,49.9999446,54.0000554
555,49.9999446,50.0000554,False,49.9999445,50.0000555
556,49.9999445,51.0000555,False,49.9999444,51.0000556
557,49.9999444,52.0000556,False,49.9999443,52.0000557
558,49.9999443,53.0000557,False,49.9999442,53.0000558
559,49.9999442,54.0000558,False,49.9999441,54.0000559
560,49.9999441,50.0000559,False,49.999944,50.000056
561,49.999944,51.000056,False,49.9999439,51.0000561
562,49.9999439,52.0000561,False,49.9999438,52.0000562
563,49.9999438,53.0000562,False,49.9999437,53.0000563
564,49.9999437,54.0000563,False,49.9999436,54.0000564
565,49.9999436,50.0000564,False,49.9999435,50.0000565
566,49.9999435,51.0000565,False,49.9999434,51.0000566
567,49.9999434,52.0000566,False,49.9999433,52.0000567
568,49.9999433,53.0000567,False,49.9999432,53.0000568
569,49.9999432,54.0000568,False,49.9999431,54.0000569
570,49.9999431,50.0000569,False,49.999943,50.000057
571,49.999943,51.000057,False,49.9999429,51.0000571
572,49.9999429,52.0000571,False,49.9999428,52.0000572
573,49.9999428,53.0000572,False,49.9999427,53.0000573
574,49.9999427,54.0000573,False,49.9999426,54.0000574
575,49.9999426,50.0000574,False,49.9999425,50.0000575
576,49.9999425,51.0000575,False,49.9999424,51.0000576
577,49.9999424,52.0000576,False,49.9999423,52.0000577
578,49.9999423,53.0000577,False,49.9999422,53.0000578
579,49.9999422,54.0000578,False,49.9999421,54.0000579
580,49.9999421,50.0000579,False,49.999942,50.000058
581,49.999942,51.000058,False,49.9999419,51.0000581
582,49.9999419,52.0000581,False,49.9999418,52.0000582
583,49.9999418,53.0000582,False,49.9999417,53.0000583
584,49.9999417,54.0000583,False,49.9999416,54.0000584
585,49.9999416,50.0000584,False,49.9999415,50.0000585
586,49.9999415,51.0000585,False,49.9999414,51.0000586
587,49.9999414,52.0000586,False,49.9999413,52.0000587
588,49.9999413,53.0000587,False,49.9999412,53.0000588
589,49.9999412,54.0000588,False,49.9999411,54.0000589
590,49.9999411,50.0000589,False,49.999941,50.000059
591,49.999941,51.000059,False,49.9999409,51.0000591
592,49.9999409,52.0000591,False,49.9999408,52.0000592
593,49.9999408,53.0000592,False,49.9999407,53.0000593
594,49.9999407,54.0000593,False,49.9999406,54.0000594
595,49.9999406,50.0000594,False,49.9999405,50.0000595
596,49.9999405,51.0000595,False,49.9999404,51.0000596
597,49.9999404,52.0000596,False,49.9999403,52.0000597
598,49.9999403,53.0000597,False,49.9999402,53.0000598
599,49.9999402,54.0000598,False,49.9999401,54.0000599
600,49.9999401,50.0000599,False,49.99994,50.00006
601,49.99994,51.00006,False,49.9999399,51.0000601
602,49.9999399,52.0000601,False,49.9999398,52.0000602
603,49.9999398,53.0000602,False,49.9999397,53.0000603
604,49.9999397,54.0000603,False,49.9999396,54.0000604
605,49.9999396,50.0000604,False,49.9999395,50.0000605
606,49.9999395,51.0000605,False,49.9999394,51.0000606
607,49.9999394,52.0000606,False,49.9999393,52.0000607
608,49.9999393,53.0000607,False,49.9999392,53.0000608
609,49.9999392,54.0000608,False,49.9999391,54.0000609
610,49.9999391,50.0000609,False,49.999939,50.000061
611,49.999939,51.000061,False,49.9999389,51.0000611
612,49.9999389,52.0000611,False,49.9999388,52.0000612
613,49.9999388,53.0000612,False,49.9999387,53.0000613
614,49.9999387,54.0000613,False,49.9999386,54.0000614
615,49.9999386,50.0000614,False,49.9999385,50.0000615
616,49.9999385,51.0000615,False,49.9999384,51.0000616
617,49.9999384,52.0000616,False,49.9999383,52.0000617
618,49.9999383,53.0000617,False,49.9999382,53.0000618
619,49.9999382,54.0000618,False,49.9999381,54.0000619
620,49.9999381,50.0000619,False,49.999938,50.000062
621,49.999938,51.000062,False,49.9999379,51.0000621
622,49.9999379,52.0000621,False,49.9999378,52.0000622
623,49.9999378,53.0000622,False,49.9999377,53.0000623
624,49.9999377,54.0000623,False,49.9999376,54.0000624
625,49.9999376,50.0000624,False,49.9999375,50.0000625
626,49.9999375,51.0000625,False,49.9999374,51.0000626
627,49.9999374,52.0000626,False,49.9999373,52.0000627
628,49.9999373,53.0000627,False,49.9999372,53.0000628
629,49.9999372,54.0000628,False,49.9999371,54.0000629
630,49.9999371,50.0000629,False,49.999937,50.000063
631,49.999937,51.000063,False,49.9999369,51.0000631
632,49.9999369,52.0000631,False,49.9999368,52.0000632
633,49.9999368,53.0000632,False,49.9999367,53.0000633
634,49.9999367,54.0000633,False,49.9999366,54.0000634
635,49.9999366,50.0000634,False,49.9999365,50.0000635
636,49.9999365,51.0000635,False,49.9999364,51.0000636
637,49.9999364,52.0000636,False,49.9999363,52.0000637
638,49.9999363,53.0000637,False,49.9999362,53.0000638
639,49.9999362,54.0000638,False,49.9999361,54.0000639
640,49.9999361,50.0000639,False,49.999936,50.000064
641,49.999936,51.000064,False,49.9999359,51.0000641
642,49.9999359,52.0000641,False,49.9999358,52.0000642
643,49.9999358,53.0000642,False,49.9999357,53.0000643
644,49.9999357,54.0000643,False,49.9999356,54.0000644
645,49.9999356,50.0000644,False,49.9999355,50.0000645
646,49.9999355,51.0000645,False,49.9999354,51.0000646
647,49.9999354,52.0000646,False,49.9999353,52.0000647
648,49.9999353,53.0000647,False,49.9999352,53.0000648
649,49.9999352,54.0000648,False,49.9999351,54.0000649
650,49.9999351,50.0000649,False,49.999935,50.000065
651,49.999935,51.000065,False,49.9999349,51.0000651
652,49.9999349,52.0000651,False,49.9999348,52.0000652
653,49.9999348,53.0000652,False,49.9999347,53.0000653
654,49.9999347,54.0000653,False,49.9999346,54.0000654
655,49.9999346,50.0000654,False,49.9999345,50.0000655
656,49.9999345,51.0000655,False,49.9999344,51.0000656
657,49.9999344,52.0000656,False,49.9999343,52.0000657
658,49.9999343,53.0000657,False,49.9999342,53.0000658
659,49.9999342,54.0000658,False,49.9999341,54.0000659
660,49.9999341,50.0000659,False,49.999934,50.000066
661,49.999934,51.000066,False,49.9999339,51.0000661
662,49.9999339,52.0000661,False,49.9999338,52.0000662
663,49.9999338,53.0000662,False,49.9999337,53.0000663
664,49.9999337,54.0000663,False,49.9999336,54.0000664
665,49.9999336,50.0000664,False,49.9999335,50.0000665
666,49.9999335,51.0000665,False,49.9999334,51.0000666
667,49.9999334,52.0000666,False,49.9999333,52.0000667
668,49.9999333,53.0000667,False,49.9999332,53.0000668
669,49.9999332,54.0000668,False,49.9999331,54.0000669
670,49.9999331,50.0000669,False,49.999933,50.000067
671,49.999933,51.000067,False,49.9999329,51.0000671
672,49.9999329,52.0000671,False,49.9999328,52.0000672
673,49.9999328,53.0000672,False,49.9999327,53.0000673
674,49.9999327,54.0000673,False,49.9999326,54.0000674
675,49.9999326,50.0000674,False,49.9999325,50.0000675
676,49.9999325,51.0000675,False,49.9999324,51.0000676
677,49.9999324,52.0000676,False,49.9999323,52.0000677
678,49.9999323,53.0000677,False,49.9999322,53.0000678
679,49.9999322,54.0000678,False,49.9999321,54.0000679
680,49.9999321,50.0000679,False,49.999932,50.000068
681,49.999932,51.000068,False,49.9999319,51.0000681
682,49.9999319,52.0000681,False,49.9999318,52.0000682
683,49.9999318,53.0000682,False,49.9999317,53.0000683
684,49.9999317,54.0000683,False,49.9999316,54.0000684
685,49.9999316,50.0000684,False,49.9999315,50.0000685
686,49.9999315,51.0000685,False,49.9999314,51.0000686
687,49.9999314,52.0000686,False,49.9999313,52.0000687
688,49.9999313,53.0000687,False,49.9999312,53.0000688
689,49.9999312,54.0000688,False,49.9999311,54.0000689
690,49.9999311,50.0000689,False,49.999931,50.000069
691,49.999931,51.000069,False,49.9999309,51.0000691
692,49.9999309,52.0000691,False,49.9999308,52.0000692
693,49.9999308,53.0000692,False,49.9999307,53.0000693
694,49.9999307,54.0000693,False,49.9999306,54.0000694
695,49.9999306,50.0000694,False,49.9999305,50.0000695
696,49.9999305,51.0000695,False,49.9999304,51.0000696
697,49.9999304,52.0000696,False,49.9999303,52.0000697
698,49.9999303,53.0000697,False,49.9999302,53.0000698
699,49.9999302,54.0000698,False,49.9999301,54.0000699
700,49.9999301,50.0000699,False,49.99993,50.00007
701,49.99993,51.00007,False,49.9999299,51.0000701
702,49.9999299,52.0000701,False,49.9999298,52.0000702
703,49.9999298,53.0000702,False,49.9999297,53.0000703
704,49.9999297,54.0000703,False,49.9999296,54.0000704
705,49.9999296,50.0000704,False,49.9999295,50.0000705
706,49.9999295,51.0000705,False,49.9999294,51.0000706
707,49.9999294,52.0000706,False,49.9999293,52.0000707
708,49.9999293,53.0000707,False,49.9999292,53.0000708
709,49.9999292,54.0000708,False,49.9999291,54.0000709
710,49.9999291,50.0000709,False,49.999929,50.000071
711,49.999929,51.000071,False,49.9999289,51.0000711
712,49.9999289,52.0000711,False,49.9999288,52.0000712
713,49.9999288,53.0000712,False,49.9999287,53.0000713
714,49.9999287,54.0000713,False,49.9999286,54.0000714
715,49.9999286,50.0000714,False,49.9999285,50.0000715
716,49.9999285,51.0000715,False,49.9999284,51.0000716
717,49.9999284,52.0000716,False,49.9999283,52.0000717
718,49.9999283,53.0000717,False,49.9999282,53.0000718
719,49.9999282,54.0000718,False,49.9999281,54.0000719
720,49.9999281,50.0000719,False,49.999928,50.000072
721,49.999928,51.000072,False,49.9999279,51.0000721
722,49.9999279,52.0000721,False,49.9999278,52.0000722
723,49.9999278,53.0000722,False,49.9999277,53.0000723
724,49.9999277,54.0000723,False,49.9999276,54.0000724
725,49.9999276,50.0000724,False,49.9999275,50.0000725
726,49.9999275,51.0000725,False,49.9999274,51.0000726
727,49.9999274,52.0000726,False,49.9999273,52.0000727
728,49.9999273,53.0000727,False,49.9999272,53.0000728
729,49.9999272,54.0000728,False,49.9999271,54.0000729
730,49.9999271,50.0000729,False,49.999927,50.000073
731,49.999927,51.000073,False,49.9999269,51.0000731
732,49.9999269,52.0000731,False,49.9999268,52.0000732
733,49.9999268,53.0000732,False,49.9999267,53.0000733
734,49.9999267,54.0000733,False,49.9999266,54.0000734
735,49.9999266,50.0000734,False,49.9999265,50.0000735
736,49.9999265,51.0000735,False,49.9999264,51.0000736
737,49.9999264,52.0000736,False,49.9999263,52.0000737
738,49.9999263,53.0000737,False,49.9999262,53.0000738
739,49.9999262,54.0000738,False,49.9999261,54.0000739
740,49.9999261,50.0000739,False,49.999926,50.000074
741,49.999926,51.000074,False,49.9999259,51.0000741
742,49.9999259,52.0000741,False,49.9999258,52.0000742
743,49.9999258,53.0000742,False,49.9999257,53.0000743
744,49.9999257,54.0000743,False,49.9999256,54.0000744
745,49.9999256,50.0000744,False,49.9999255,50.0000745
746,49.9999255,51.0000745,False,49.9999254,51.0000746
747,49.9999254,52.0000746,False,49.9999253,52.0000747
748,49.9999253,53.0000747,False,49.9999252,53.0000748
749,49.9999252,54.0000748,False,49.9999251,54.0000749
750,49.9999251,50.0000749,False,49.999925,50.000075
751,49.999925,51.000075,False,49.9999249,51.0000751
752,49.9999249,52.0000751,False,49.9999248,52.0000752
753,49.9999248,53.0000752,False,49.9999247,53.0000753
754,49.9999247,54.0000753,False,49.9999246,54.0000754
755,49.9999246,50.0000754,False,49.9999245,50.0000755
756,49.9999245,51.0000755,False,49.9999244,51.0000756
757,49.9999244,52.0000756,False,49.9999243,52.0000757
758,49.9999243,53.0000757,False,49.9999242,53.0000758
759,49.9999242,54.0000758,False,49.9999241,54.0000759
760,49.9999241,50.0000759,False,49.999924,50.000076
761,49.999924,51.000076,False,49.9999239,51.0000761
762,49.9999239,52.0000761,False,49.9999238,52.0000762
763,49.9999238,53.0000762,False,49.9999237,53.0000763
764,49.9999237,54.0000763,False,49.9999236,54.0000764
765,49.9999236,50.0000764,False,49.9999235,50.0000765
766,49.9999235,51.0000765,False,49.9999234,51.0000766
767,49.9999234,52.0000766,False,49.9999233,52.0000767
768,49.9999233,53.0000767,False,49.9999232,53.0000768
769,49.9999232,54.0000768,False,49.9999231,54.0000769
770,49.9999231,50.0000769,False,49.999923,50.000077
771,49.999923,51.000077,False,49.9999229,51.0000771
772,49.9999229,52.0000771,False,49.9999228,52.0000772
773,49.9999228,53.0000772,False,49.9999227,53.0000773
774,49.9999227,54.0000773,False,49.9999226,54.0000774
775,49.9999226,50.0000774,False,49.9999225,50.0000775
776,49.9999225,51.0000775,False,49.9999224,51.0000776
777,49.9999224,52.0000776,False,49.9999223,52.0000777
778,49.9999223,53.0000777,False,49.9999222,53.0000778
779,49.9999222,54.0000778,False,49.9999221,54.0000779
780,49.9999221,50.0000779,False,49.999922,50.000078
781,49.999922,51.000078,False,49.9999219,51.0000781
782,49.9999219,52.0000781,False,49.9999218,52.0000782
783,49.9999218,53.0000782,False,49.9999217,53.0000783
784,49.9999217,54.0000783,False,49.9999216,54.0000784
785,49.9999216,50.0000784,False,49.9999215,50.0000785
786,49.9999215,51.0000785,False,49.9999214,51.0000786
787,49.9999214,52.0000786,False,49.9999213,52.0000787
788,49.9999213,53.0000787,False,49.9999212,53.0000788
789,49.9999212,54.0000788,False,49.9999211,54.0000789
790,49.9999211,50.0000789,False,49.999921,50.000079
791,49.999921,51.000079,False,49.9999209,51.0000791
792,49.9999209,52.0000791,False,49.9999208,52.0000792
793,49.9999208,53.0000792,False,49.9999207,53.0000793
794,49.9999207,54.0000793,False,49.9999206,54.0000794
795,49.9999206,50.0000794,False,49.9999205,50.0000795
796,49.9999205,51.0000795,False,49.9999204,51.0000796
797,49.9999204,52.0000796,False,49.9999203,52.0000797
798,49.9999203,53.0000797,False,49.9999202,53.0000798
799,49.9999202,54.0000798,False,49.9999201,54.0000799
800,49.9999201,50.0000799,False,49.99992,50.00008
801,49.99992,51.00008,False,49.9999199,51.0000801
802,49.9999199,52.0000801,False,49.9999198,52.0000802
803,49.9999198,53.0000802,False,49.9999197,53.0000803
804,49.9999197,54.0000803,False,49.9999196,54.0000804
805,49.9999196,50.0000804,False,49.9999195,50.0000805
806,49.9999195,51.0000805,False,49.9999194,51.0000806
807,49.9999194,52.0000806,False,49.9999193,52.0000807
808,49.9999193,53.0000807,False,49.9999192,53.0000808
809,49.9999192,54.0000808,False,49.9999191,54.0000809
810,49.9999191,50.0000809,False,49.999919,50.000081
811,49.999919,51.000081,False,49.9999189,51.0000811
812,49.9999189,52.0000811,False,49.9999188,52.0000812
813,49.9999188,53.0000812,False,49.9999187,53.0000813
814,49.9999187,54.0000813,False,49.9999186,54.0000814
815,49.9999186,50.0000814,False,49.9999185,50.0000815
816,49.9999185,51.0000815,False,49.9999184,51.0000816
817,49.9999184,52.0000816,False,49.9999183,52.0000817
818,49.9999183,53.0000817,False,49.9999182,53.0000818
819,49.9999182,54.0000818,False,49.9999181,54.0000819
820,49.9999181,50.0000819,False,49.999918,50.000082
821,49.999918,51.000082,False,49.9999179,51.0000821
822,49.9999179,52.0000821,False,49.9999178,52.0000822
823,49.9999178,53.0000822,False,49.9999177,53.0000823
824,49.9999177,54.0000823,False,49.9999176,54.0000824
825,49.9999176,50.0000824,False,49.9999175,50.0000825
826,49.9999175,51.0000825,False,49.9999174,51.0000826
827,49.9999174,52.0000826,False,49.9999173,52.0000827
828,49.9999173,53.0000827,False,49.9999172,53.0000828
829,49.9999172,54.0000828,False,49.9999171,54.0000829
830,49.9999171,50.0000829,False,49.999917,50.000083
831,49.999917,51.000083,False,49.9999169,51.0000831
832,49.9999169,52.0000831,False,49.9999168,52.0000832
833,49.9999168,53.0000832,False,49.9999167,53.0000833
834,49.9999167,54.0000833,False,49.9999166,54.0000834
835,49.9999166,50.0000834,False,49.9999165,50.0000835
836,49.9999165,51.0000835,False,49.9999164,51.0000836
837,49.9999164,52.0000836,False,49.9999163,52.0000837
838,49.9999163,53.0000837,False,49.9999162,53.0000838
839,49.9999162,54.0000838,False,49.9999161,54.0000839
840,49.9999161,50.0000839,False,49.999916,50.000084
841,49.999916,51.000084,False,49.9999159,51.0000841
842,49.9999159,52.0000841,False,49.9999158,52.0000842
843,49.9999158,53.0000842,False,49.9999157,53.0000843
844,49.9999157,54.0000843,False,49.9999156,54.0000844
845,49.9999156,50.0000844,False,49.9999155,50.0000845
846,49.9999155,51.0000845,False,49.9999154,51.0000846
847,49.9999154,52.0000846,False,49.9999153,52.0000847
848,49.9999153,53.0000847,False,49.9999152,53.0000848
849,49.9999152,54.0000848,False,49.9999151,54.0000849
850,49.9999151,50.0000849,False,49.999915,50.000085
851,49.999915,51.000085,False,49.9999149,51.0000851
852,49.9999149,52.0000851,False,49.9999148,52.0000852
853,49.9999148,53.0000852,False,49.9999147,53.0000853
854,49.9999147,54.0000853,False,49.9999146,54.0000854
855,49.9999146,50.0000854,False,49.9999145,50.0000855
856,49.9999145,51.0000855,False,49.9999144,51.0000856
857,49.9999144,52.0000856,False,49.9999143,52.0000857
858,49.9999143,53.0000857,False,49.9999142,53.0000858
859,49.9999142,54.0000858,False,49.9999141,54.0000859
860,49.9999141,50.0000859,False,49.999914,50.000086
861,49.999914,51.000086,False,49.9999139,51.0000861
862,49.9999139,52.0000861,False,49.9999138,52.0000862
863,49.9999138,53.0000862,False,49.9999137,53.0000863
864,49.9999137,54.0000863,False,49.9999136,54.0000864
865,49.9999136,50.0000864,False,49.9999135,50.0000865
866,49.9999135,51.0000865,False,49.9999134,51.0000866
867,49.9999134,52.0000866,False,49.9999133,52.0000867
868,49.9999133,53.0000867,False,49.9999132,53.0000868
869,49.9999132,54.0000868,False,49.9999131,54.0000869
870,49.9999131,50.0000869,False,49.999913,50.000087
871,49.999913,51.000087,False,49.9999129,51.0000871
872,49.9999129,52.0000871,False,49.9999128,52.0000872
873,49.9999128,53.0000872,False,49.9999127,53.0000873
874,49.9999127,54.0000873,False,49.9999126,54.0000874
875,49.9999126,50.0000874,False,49.9999125,50.0000875
876,49.9999125,51.0000875,False,49.9999124,51.0000876
877,49.9999124,52.0000876,False,49.9999123,52.0000877
878,49.9999123,53.0000877,False,49.9999122,53.0000878
879,49.9999122,54.0000878,False,49.9999121,54.0000879
880,49.9999121,50.0000879,False,49.999912,50.000088
881,49.999912,51.000088,False,49.9999119,51.0000881
882,49.9999119,52.0000881,False,49.9999118,52.0000882
883,49.9999118,53.0000882,False,49.9999117,53.0000883
884,49.9999117,54.0000883,False,49.9999116,54.0000884
885,49.9999116,50.0000884,False,49.9999115,50.0000885
886,49.9999115,51.0000885,False,49.9999114,51.0000886
887,49.9999114,52.0000886,False,49.9999113,52.0000887
888,49.9999113,53.0000887,False,49.9999112,53.0000888
889,49.9999112,54.0000888,False,49.9999111,54.0000889
890,49.9999111,50.0000889,False,49.999911,50.000089
891,49.999911,51.000089,False,49.9999109,51.0000891
892,49.9999109,52.0000891,False,49.9999108,52.0000892
893,49.9999108,53.0000892,False,49.9999107,53.0000893
894,49.9999107,54.0000893,False,49.9999106,54.0000894
895,49.9999106,50.0000894,False,49.9999105,50.0000895
896,49.9999105,51.0000895,False,49.9999104,51.0000896
897,49.9999104,52.0000896,False,49.9999103,52.0000897
898,49.9999103,53.0000897,False,49.9999102,53.0000898
899,49.9999102,54.0000898,False,49.9999101,54.0000899
900,49.9999101,50.0000899,False,49.99991,50.00009
901,49.99991,51.00009,False,49.9999099,51.0000901
902,49.9999099,52.0000901,False,49.9999098,52.0000902
903,49.9999098,53.0000902,False,49.9999097,53.0000903
904,49.9999097,54.0000903,False,49.9999096,54.0000904
905,49.9999096,50.0000904,False,49.9999095,50.0000905
906,49.9999095,51.0000905,False,49.9999094,51.0000906
907,49.9999094,52.0000906,False,49.9999093,52.0000907
908,49.9999093,53.0000907,False,49.9999092,53.0000908
909,49.9999092,54.0000908,False,49.9999091,54.0000909
910,49.9999091,50.0000909,False,49.999909,50.000091
911,49.999909,51.000091,False,49.9999089,51.0000911
912,49.9999089,52.0000911,False,49.9999088,52.0000912
913,49.9999088,53.0000912,False,49.9999087,53.0000913
914,49.9999087,54.0000913,False,49.9999086,54.0000914
915,49.9999086,50.0000914,False,49.9999085,50.0000915
916,49.9999085,51.0000915,False,49.9999084,51.0000916
917,49.9999084,52.0000916,False,49.9999083,52.0000917
918,49.9999083,53.0000917,False,49.9999082,53.0000918
919,49.9999082,54.0000918,False,49.9999081,54.0000919
920,49.9999081,50.0000919,False,49.999908,50.000092
921,49.999908,51.000092,False,49.9999079,51.0000921
922,49.9999079,52.0000921,False,49.9999078,52.0000922
923,49.9999078,53.0000922,False,49.9999077,53.0000923
924,49.9999077,54.0000923,False,49.9999076,54.0000924
925,49.9999076,50.0000924,False,49.9999075,50.0000925
926,49.9999075,51.0000925,False,49.9999074,51.0000926
927,49.9999074,52.0000926,False,49.9999073,52.0000927
928,49.9999073,53.0000927,False,49.9999072,53.0000928
929,49.9999072,54.0000928,False,49.9999071,54.0000929
930,49.9999071,50.0000929,False,49.999907,50.000093
931,49.999907,51.000093,False,49.9999069,51.0000931
932,49.9999069,52.0000931,False,49.9999068,52.0000932
933,49.9999068,53.0000932,False,49.9999067,53.0000933
934,49.9999067,54.0000933,False,49.9999066,54.0000934
935,49.9999066,50.0000934,False,49.9999065,50.0000935
936,49.9999065,51.0000935,False,49.9999064,51.0000936
937,49.9999064,52.0000936,False,49.9999063,52.0000937
938,49.9999063,53.0000937,False,49.9999062,53.0000938
939,49.9999062,54.0000938,False,49.9999061,54.0000939
940,49.9999061,50.0000939,False,49.999906,50.000094
941,49.999906,51.000094,False,49.9999059,51.0000941
942,49.9999059,52.0000941,False,49.9999058,52.0000942
943,49.9999058,53.0000942,False,49.9999057,53.0000943
944,49.9999057,54.0000943,False,49.9999056,54.0000944
945,49.9999056,50.0000944,False,49.9999055,50.0000945
946,49.9999055,51.0000945,False,49.9999054,51.0000946
947,49.9999054,52.0000946,False,49.9999053,52.0000947
948,49.9999053,53.0000947,False,49.9999052,53.0000948
949,49.9999052,54.0000948,False,49.9999051,54.0000949
950,49.9999051,50.0000949,False,49.999905,50.000095
951,49.999905,51.000095,False,49.9999049,51.0000951
952,49.9999049,52.0000951,False,49.9999048,52.0000952
953,49.9999048,53.0000952,False,49.9999047,53.0000953
954,49.9999047,54.0000953,False,49.9999046,54.0000954
955,49.9999046,50.0000954,False,49.9999045,50.0000955
956,49.9999045,51.0000955,False,49.9999044,51.0000956
957,49.9999044,52.0000956,False,49.9999043,52.0000957
958,49.9999043,53.0000957,False,49.9999042,53.0000958
959,49.9999042,54.0000958,False,49.9999041,54.0000959
960,49.9999041,50.0000959,False,49.999904,50.000096
961,49.999904,51.000096,False,49.9999039,51.0000961
962,49.9999039,52.0000961,False,49.9999038,52.0000962
963,49.9999038,53.0000962,False,49.9999037,53.0000963
964,49.9999037,54.0000963,False,49.9999036,54.0000964
965,49.9999036,50.0000964,False,49.9999035,50.0000965
966,49.9999035,51.0000965,False,49.9999034,51.0000966
967,49.9999034,52.0000966,False,49.9999033,52.0000967
968,49.9999033,53.0000967,False,49.9999032,53.0000968
969,49.9999032,54.0000968,False,49.9999031,54.0000969
970,49.9999031,50.0000969,False,49.999903,50.000097
971,49.999903,51.000097,False,49.9999029,51.0000971
972,49.9999029,52.0000971,False,49.9999028,52.0000972
973,49.9999028,53.0000972,False,49.9999027,53.0000973
974,49.9999027,54.0000973,False,49.9999026,54.0000974
975,49.9999026,50.0000974,False,49.9999025,50.0000975
976,49.9999025,51.0000975,False,49.9999024,51.0000976
977,49.9999024,52.0000976,False,49.9999023,52.0000977
978,49.9999023,53.0000977,False,49.9999022,53.0000978
979,49.9999022,54.0000978,False,49.9999021,54.0000979
980,49.9999021,50.0000979,False,49.999902,50.000098
981,49.999902,51.000098,False,49.9999019,51.0000981
982,49.9999019,52.0000981,False,49.9999018,52.0000982
983,49.9999018,53.0000982,False,49.9999017,53.0000983
984,49.9999017,54.0000983,False,49.9999016,54.0000984
985,49.9999016,50.0000984,False,49.9999015,50.0000985
986,49.9999015,51.0000985,False,49.9999014,51.0000986
987,49.9999014,52.0000986,False,49.9999013,52.0000987
988,49.9999013,53.0000987,False,49.9999012,53.0000988
989,49.9999012,54.0000988,False,49.9999011,54.0000989
990,49.9999011,50.0000989,False,49.999901,50.000099
991,49.999901,51.000099,False,49.9999009,51.0000991
992,49.9999009,52.0000991,False,49.9999008,52.0000992
993,49.9999008,53.0000992,False,49.9999007,53.0000993
994,49.9999007,54.0000993,False,49.9999006,54.0000994
995,49.9999006,50.0000994,False,49.9999005,50.0000995
996,49.9999005,51.0000995,False,49.9999004,51.0000996
997,49.9999004,52.0000996,False,49.9999003,52.0000997
998,49.9999003,53.0000997,False,49.9999002,53.0000998
999,49.9999002,54.0000998,False,49.9999001,54.0000999
